	experiment_config	language	language_family	african_proverb	label	Output Type	predict	morpheme_breaks
20501	gemma3-4b-it-gen_eng_fig-Kenya	gikuyu	bantu	Muria runene ndaruriagira	Excessive greed leads to loss.	figurative_translate	"Actions have consequences.
"	mu-ri-a runene ndaruriagir-a
20502	gemma3-4b-it-gen_eng_fig-Kenya	gikuyu	bantu	Muriganio uri tha	Coexistence requires patience and kindness.	figurative_translate	"Actions have consequences.
"	muriganio uri tha
20503	gemma3-4b-it-gen_eng_fig-Kenya	gikuyu	bantu	Murimu nduri hinya ugitonya mwiri ta ukiuma	Problems arise faster than they are solved.	figurative_translate	"Excessive concern about minor problems can lead to anxiety and distress.
"	mu-rim-u ndur-i hin-ya ugitony-a mw-ir-i ta uki-um-a
20504	gemma3-4b-it-gen_eng_fig-Kenya	gikuyu	bantu	Murimu wa mucoka niguo uragaga mundu	Ignored problems become more dangerous.	figurative_translate	Excessive concern about minor details can distract from significant problems.	mu-rim-u wa mu-cok-a nigu-o uragag-a mund-u
20505	gemma3-4b-it-gen_eng_fig-Kenya	gikuyu	bantu	Murogi tiwe murogori	One who causes harm cannot fix it.	figurative_translate	"Persistence leads to success.
"	murog-i ti-we murogor-i
20506	gemma3-4b-it-gen_eng_fig-Kenya	gikuyu	bantu	Murori aruga murimi	People judge others more harshly than themselves.	figurative_translate	"Actions have consequences.
"	muror-i arug-a mur-im-i
20507	gemma3-4b-it-gen_eng_fig-Kenya	gikuyu	bantu	Murugiri arume ndagaga ngiha	Hard service brings little appreciation.	figurative_translate	"Persistent effort yields eventual success.
"	murugir-i arum-e ndagag-a ngi-ha
20508	gemma3-4b-it-gen_eng_fig-Kenya	gikuyu	bantu	Murunguru wa njamba utahaga na ime	Success requires endurance of hardship.	figurative_translate	"Excessive optimism about a small gain can lead to disappointment.
"	murungur-u wa nj-amb-a uta-hag-a na ime
20509	gemma3-4b-it-gen_eng_fig-Kenya	gikuyu	bantu	Mururi ndwakaga	Appearance does not guarantee value.	figurative_translate	"Taking small steps leads to success.
"	murur-i ndwakag-a
20510	gemma3-4b-it-gen_eng_fig-Kenya	gikuyu	bantu	Murwithia arume aari kihii	Everyone passes through the same stages of life.	figurative_translate	Excessive generosity depletes one’s resources.	murwithi-a arum-e aari ki-hi-i
21200	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ĩlata ya mbua ti ĩlata ya sua.	Different forces have different effects.	figurative_translate	"Temporary gains are not lasting achievements.
"	ĩl-at-a ya mbu-a ti ĩl-at-a ya sua
21201	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Kana kaketũũa thano kambĩĩaa ũkolotya mbuanĩ	Early signs reveal future outcomes.	figurative_translate	"Persistence leads to success.
"	kan-a ka-ketũũ-a thano kambĩĩa-a ũkoloty-a mbu-anĩ
21202	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Katu nĩ ka mbua.	Small signs signal bigger outcomes.	figurative_translate	"Persistence leads to success.
"	katu nĩ ka mbu-a
21203	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Kwakya kũte katu	The outcome is already clear.	figurative_translate	It is unwise to rush into action without careful consideration.	kwa-kya kũt-e katu
21204	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mũthenya wĩ mbua ndwĩ matu.	Events can be unpredictable.	figurative_translate	Focusing intently on a small benefit can lead to overlooking a larger advantage.	mũtheny-a wĩ mbu-a ndw-ĩ mat-u
21205	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Matukũ oonthe ti wa sikũkũ	Life is not always easy or celebratory.	figurative_translate	It is unwise to dwell on minor disagreements.	matukũ oonth-e ti wa sikũkũ
21206	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Matukũ ma kĩng’ei nĩ mwonza	Wrongdoing is eventually exposed.	figurative_translate	"Persistence in the face of difficulty leads to success.
"	matukũ ma kĩng ei nĩ mwonz-a
21207	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ndyĩsũvaa ũtukũ kweteele ũkya nĩyonee nthĩ.	Alternatives always exist.	figurative_translate	Actions have consequences that ultimately affect oneself.	ndyĩsũva-a ũtukũ kweteel-e ũk-ya nĩyone-e nth-ĩ
21208	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ũkaema ona mbũi nziũ mũthenya ona ũtukũ ndũmyona	Failure in easy times predicts failure in hard times.	figurative_translate	Excessive focus on minor details obscures the larger purpose.	ũkaem-a ona mbũ-i nzi-ũ mũtheny-a ona ũtukũ ndũmyon-a
21209	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ũthũku ũkaa na sua ndũkemene.	Hardship is temporary.	figurative_translate	"It is unwise to confront a superior opponent.
"	ũthũk-u ũka-a na sua ndũkemen-e
21210	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ũseo nĩ kĩla mũthenya ũthũku nĩ mũthenya o ũmwe	Good outweighs bad over time.	figurative_translate	Persistence in one endeavor can diminish one’s capacity to pursue others.	ũse-o nĩ kĩ-la mũtheny-a ũthũk-u nĩ mũtheny-a o ũmwe
21211	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Yumaatatũ ndĩtũaa yumaa no yĩĩsaa ĩvika	Accountability eventually comes.	figurative_translate	Ignoring minor problems leads to major difficulties.	yumaatatũ ndĩtũa-a yuma-a no yĩ-ĩsa-a ĩv-ik-a
21212	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Kyetho kya yũlũ kĩtũaa	Opportunities are temporary.	figurative_translate	Excessive deliberation can lead to inaction.	kyetho kya yũlũ kĩtũa-a
21213	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mbua ndĩkĩlaw’a metho	The future cannot be fully known.	figurative_translate	Taking precautions prevents future problems.	mbu-a ndĩkĩlaw a metho
21214	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mbua ndĩ kĩthuma	Some forces cannot be resisted.	figurative_translate	"Taking on a difficult task is worthwhile.
"	mbu-a ndĩ kĩth-um-a
21215	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mbua ndyasyaa.	Effort will eventually be rewarded.	figurative_translate	"Taking small steps leads to success.
"	mbu-a ndyasya-a
21216	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mbua ya ĩmantha ti ĩmwe	Persistence brings new chances.	figurative_translate	Persistent effort yields results.	mbu-a ya ĩmanth-a ti ĩmwe
21217	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mbua ya ũnyenyeũ ndĩvandĩawa	Not all appearances bring results.	figurative_translate	Excessive concern about minor details leads to wasted effort.	mbu-a ya ũnyenyeũ ndĩvandĩaw-a
21218	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mbua ya nundu ndĩkyesaa.	Empty promises can linger.	figurative_translate	"It is best to act promptly.
"	mbu-a ya nundu ndĩkyesa-a
21219	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mbua ĩkĩlea kua ĩetae mũumbĩ.	Reluctance produces excuses.	figurative_translate	Persistence in effort eventually leads to success.	mbu-a ĩkĩle-a kua ĩeta-e mũumbĩ
21220	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mbua yũlea kua ĩkwatasya ũkũngi.8	People shift blame for their failures.	figurative_translate	Excessive attention to detail can obscure the overall goal.	mbu-a yũle-a kua ĩkwatasy-a ũkũng-i 8
21221	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mũndũ awetae mbua yaamuĩa	One speaks from lived experience.	figurative_translate	It is unwise to act impulsively without considering the consequences.	mũndũ aweta-e mbu-a yaamuĩ-a
21222	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ndũkasuke mbua thaano	Avoid provoking future consequences.	figurative_translate	It is unwise to boast about achievements before they have been demonstrated.	ndũkasuk-e mbu-a tha-ano
21223	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ũtaathi nĩ wa mbua	Signs indicate outcomes.	figurative_translate	Actions have consequences.	ũta-ath-i nĩ wa mbu-a
21224	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ũmanyaa kwĩ mbua nĩkwona ũtisi mbee wa Kolyanza	Some events are predictably patterned.	figurative_translate	Acting generously, even when you have little, will eventually bring you a substantial reward.	ũmanya-a kwĩ mbu-a nĩkwon-a ũtis-i mbe-e wa kolyanz-a
21225	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Vai mbua ĩte ũmuu.	Every benefit has drawbacks.	figurative_translate	Delaying action leads to a missed opportunity.	vai mbu-a ĩte ũm-uu
21226	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Vai mbua ĩtakya	Hardship is temporary.	figurative_translate	Persistent effort leads to eventual success.	vai mbu-a ĩtak-ya
21227	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ndũkaume ngwa ũtavika ĩtunĩ	Do not challenge superior forces.	figurative_translate	It is unwise to pursue a goal that is unattainable.	ndũka-um-e ng-wa ũtavik-a ĩt-unĩ
21228	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ndũkaũmange sua ĩtanathũa.	Do not judge before the end.	figurative_translate	Persistent effort eventually leads to success.	ndũkaũmang-e sua ĩtanathũ-a
21229	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Nzũũ syaema ũsyaa syaisye sua yĩĩ ĩvyũ mũno	Failure breeds weak excuses.	figurative_translate	"Delaying action ultimately leads to failure.
"	nz-ũũ syaem-a ũ-sya-a syaisy-e sua yĩĩ ĩv-yũ mũn-o
21230	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Sua yoomya ũkatho ngoow’a nĩ mbua	Harm can be repaired by care.	figurative_translate	Delaying a decision until the last possible moment can lead to undesirable outcomes.	sua yoomy-a ũkatho ngoow a nĩ mbu-a
21231	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Syathama thaano, itũngawa nĩ mbua.	Conditions determine movement.	figurative_translate	Delaying action creates problems.	syatham-a tha-ano itũngaw-a nĩ mbu-a
21232	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Syatwaawa nĩ ũseve itũngawa nĩ ndutani	Losses can return through change.	figurative_translate	Persistence yields results over time.	syatwaaw-a nĩ ũsev-e itũngaw-a nĩ ndutan-i
21233	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Sua ĩyetelaa Mũsili	Time overrides authority.	figurative_translate	Don’t rely solely on appearances; consider the underlying motivations.	sua ĩyetela-a mũsil-i
21234	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Wamanthĩa suanĩ ĩĩa munyĩnĩ	Effort earns comfort.	figurative_translate	Actions have consequences.	wamanthĩ-a suanĩ ĩĩa munyĩnĩ
21235	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mũumbĩ ndwathawa kĩĩma.	Ukungu hauonyeshwi mlima.	figurative_translate	A skilled person takes great care in their work.	mũumbĩ ndwatha-wa kĩ-ĩm-a
21236	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	No syĩĩma itakomanaa.	Milima pekee haikutani.	figurative_translate	It is unwise to rely on one's own judgment.	no syĩĩm-a itakomana-a
21237	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Vai kĩĩma kĩsinda ĩnyũũ nzeve	Hakuna kilima chenye hewa kuliko pua.	figurative_translate	Careful consideration of consequences leads to wise decisions.	vai kĩ-ĩm-a kĩ-sind-a ĩnyũũ nzev-e
21238	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Vayĩ kĩĩma kĩkĩlĩtye kĩngĩ makanza	Hakuna mlima ulio na mijusi zaidi kuliko mwingine.	figurative_translate	Overconfidence leads to failure.	vay-ĩ kĩ-ĩm-a kĩkĩlĩty-e kĩngĩ makanz-a
21239	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Vayĩ kalĩma katalĩsĩka	No challenge is impossible to overcome.	figurative_translate	It is better to speak truthfully, even if it is uncomfortable.	vay-ĩ ka-lĩm-a katalĩsĩk-a
21240	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ve syĩĩma syĩ mbevo.	Appearances can conceal incompatibility.	figurative_translate	"It is unwise to engage in unnecessary conflict.
"	ve syĩĩm-a syĩ mbevo
21241	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Kĩlaa kũmwe kwĩ ngongo	Acting blindly invites danger.	figurative_translate	Persistence overcomes difficulty.	kĩ-laa kũmwe kwĩ ng-ongo
21242	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Kĩkalo kya nthĩ kĩnene kyeteelasya mwene mbuta	Delay and idleness invite loss.	figurative_translate	Persistence in the face of difficulty leads to eventual success.	kĩkal-o kya nth-ĩ kĩnen-e kyeteelasy-a mw-en-e mbuta
21243	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Kya nthĩ kiĩ mwene.	Opportunity belongs to the one who acts.	figurative_translate	It is unwise to act without considering the consequences.	kya nth-ĩ kiĩ mw-en-e
21244	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ũsĩ ũatĩaa kyanda.	Youth follow established examples.	figurative_translate	"It is unwise to rush into a situation without careful consideration.
"	ũsĩ ũatĩa-a ky-and-a
21245	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ũsĩ ũtũlĩlaa vala vavũthũ	Blame falls on the vulnerable.	figurative_translate	Persistent effort yields eventual success.	ũsĩ ũtũlĩla-a va-la vavũthũ
21246	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mũtũa kĩthamanĩ kya ũsĩ esaa ũtwaawa nĩ ũsĩ	Risky foundations lead to ruin.	figurative_translate	Persistence in effort eventually leads to success.	mũt-ũa kĩthamanĩ kya ũsĩ esaa ũtwaaw-a nĩ ũsĩ
21247	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mũingi wa ũsĩ ndathanaa	Uncertainty limits authority.	figurative_translate	Persistence overcomes obstacles.	mũ-ingi wa ũsĩ ndathana-a
21248	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Kasĩla kakaa konekaa mũthenya sua yaĩte	Future failure shows early signs.	figurative_translate	"Persistence is necessary to achieve a goal.
"	ka-sĩl-a kak-aa koneka-a mũtheny-a sua ya-ĩte
21249	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Myũnthĩ ĩthwĩwe nĩ kũkya	Time advances regardless of delay.	figurative_translate	Persistence leads to eventual success.	myũnthĩ ĩthwĩw-e nĩ kũ-kya
21250	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Wĩsĩ kenda ndwaa kũmĩa	Partial knowledge is weakness.	figurative_translate	"It is unwise to criticize someone who is already experiencing difficulty.
"	wĩsĩ kenda ndwa-a kũm-ĩa
21251	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Waĩĩ kenda nũkũmĩe.	Let outcomes reach completion.	figurative_translate	"Persistence can lead to eventual success.
"	wa-ĩĩ kenda nũkũmĩ-e
21252	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ndunia nĩkeũkaa.	Conditions are not permanent.	figurative_translate	"Actions have consequences.
"	ndunia nĩkeũka-a
21253	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mwaka ti mũng’ong’oo	Hardship has an endpoint.	figurative_translate	"Time passes quickly.
"	mw-ak-a ti mũng ong oo
21254	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Kĩvindu kya ũtukũ kĩsanasya na kaũndũ kaula i mbiti.	Danger thrives in obscurity.	figurative_translate	Consistency produces a unified result.	kĩvind-u kya ũtukũ kĩ-sanasy-a na ka-ũndũ ka-ula i mb-iti
21255	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Kĩwe kya ũtukũ nokyo kya mũthenya	Hidden acts surface eventually.	figurative_translate	Persistence in the face of hardship yields eventual success.	kĩ-we kya ũtukũ nok-yo kya mũtheny-a
21256	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Kũtingwa ũtukũ ũtakesaa	Hardship is temporary.	figurative_translate	"Excessive pride leads to misfortune.
"	kũtingw-a ũtukũ ũtakesa-a
21257	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mũthi na ũtukũ esaa kũthi mũthenya.	Secret habits become public.	figurative_translate	Rapid changes can disrupt established plans.	mũth-i na ũtukũ esaa kũth-i mũtheny-a
21258	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mũthi na ũtukũ ndathelaa malanga	Risky behavior has costs.	figurative_translate	"Actions taken with great effort can ultimately lead to failure.
"	mũth-i na ũtukũ ndathela-a malang-a
21259	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ũtukũ ndũtumaa nzele.	Timing determines success.	figurative_translate	"Persistence leads to success.
"	ũtukũ ndũtuma-a nz-el-e
21260	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ũtukũ nĩ mwaasa ũthamaa na ngovi.	Major changes occur quietly.	figurative_translate	Persistence is a valuable quality, but it must be balanced with restraint.	ũtukũ nĩ mwa-asa ũthama-a na ngov-i
21261	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ũtukũ ndũkalaatawa nĩ kwĩng’utha	Time cannot be forced.	figurative_translate	Persistence leads to success.	ũtukũ ndũkalaataw-a nĩ kwĩng uth-a
21262	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ũtukũ wĩ matũ na nyũmba nĩ ngunga	Private speech can be overheard.	figurative_translate	Persistent effort, even when facing obstacles, ultimately leads to success.	ũtukũ wĩ mat-ũ na nyũmb-a nĩ ngung-a
21263	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mũeni akomaa kũla kũtakomawa	Outsiders lack comfort.	figurative_translate	Persistence in effort eventually leads to success.	mũ-eni akom-aa kũ-la kũtakomaw-a
21264	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Vatakomwa vakomeawa nduka	Poor conditions force compromises.	figurative_translate	Actions taken with good intentions can sometimes lead to negative outcomes.	vatakomw-a vakomeaw-a ndu-ka
21265	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Kathima kala kaluĩlasya nĩ kaiyĩĩawa	Value attracts protection.	figurative_translate	Persistence leads to success.	kath-im-a ka-la ka-luĩlasy-a nĩ ka-iyĩĩaw-a
21266	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Kĩthima kĩnaema mbiti kĩitonyeka nĩ ngũũe	Tasks exceed weaker capacity.	figurative_translate	Persistence in one endeavor can ultimately benefit many people.	kĩth-im-a kĩnaem-a mb-iti kĩitonyek-a nĩ ngũũ-e
21267	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Kĩla ũkĩa mũthenya kĩkakwĩthĩa nyũmba ũtukũ	Avoidance intensifies desire.	figurative_translate	Persistent effort leads to significant progress.	kĩ-la ũk-ĩa mũtheny-a kĩkakwĩthĩ-a nyũmb-a ũtukũ
21268	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Mwĩw’a ũthuasya ũla ũtonyetwe.	Only the sufferer truly feels the pain.	figurative_translate	"Excessive enthusiasm often leads to disappointment.
"	mwĩ-w a ũthuasy-a ũla ũtonyetw-e
21269	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ũkambonia kũũ kũte mwĩw’a	Do not complain without cause.	figurative_translate	Avoid unnecessary details; focus on the essential truth.	ũkamboni-a kũũ kũt-e mwĩ-w a
21270	gemma3-4b-it-gen_eng_fig-Kenya	kamba	bantu	Ũla mũtine nĩ mwĩw’a nĩwe wĩsĩ vala ve kĩsemei.	Need reveals the right solution.	figurative_translate	It is unwise to dwell on grievances, as they consume your energy and prevent you from moving forward.	ũla mũt-in-e nĩ mwĩ-w a nĩ-we wĩsĩ va-la ve kĩseme-i
